"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","MET1","MET2","MET3","MET4","MET5","MET6","MET7","MET8","MET9","MET10","MET11","MET12","MET13","MET14","MET15","MET16","MET17","MET18","MET19","MET20","MET21","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa-miR-671-5p",2,0,2,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,5,1,0,2,1,0,0,1,1,3,0,21,1,3,1,0,0,0,1,5,2,2,0,3,0,1,4,3,5,2,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"hsa-miR-766-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,3,1,3,2,0,0,1,5,1,4
"hsa-miR-1255a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0
"hsa-miR-31-5p",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,2,1,0,3,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,2,1,3,0,5,5,0,4,2,2,1,1,0,1,1,4,0,1
"hsa-miR-34c-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-25-5p",0,0,0,4,1,3,0,0,3,2,2,2,0,0,0,0,0,0,0,1,3,0,2,0,1,4,0,0,0,1,3,0,5,2,0,2,2,0,2,0,2,2,1,4,0,2,2,0,0,5,4,5,1,0,2,1,0,3,0,3,0,2,0,0,1,0,1
"hsa-miR-4668-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-92b-5p",3,2,1,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,4,0,2,1,0,1,0,0,5,0,0,0,1,0,0,0,1,0,1,4,0,0,2,3,0,1,3,4,0,0,1,0,0,0,0,1,0,0,0,1,4,1,0
"hsa-miR-296-5p",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27a-5p",0,0,0,0,1,0,0,4,0,1,1,0,2,2,1,1,0,0,0,1,5,0,2,1,0,1,2,3,1,2,0,0,2,2,0,3,2,1,2,5,1,3,3,0,1,1,2,3,0,4,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"hsa-miR-185-3p",1,0,0,3,0,1,0,2,2,3,3,2,0,0,0,2,1,1,3,1,0,1,3,1,0,2,1,1,3,3,0,0,53,0,1,1,4,1,1,0,8,2,1,4,2,0,5,0,2,9,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-625-5p",0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,3,0,18,0,0,0,2,0,1,0,2,1,1,2,2,0,4,2,1,10,5,3,6,4,4,3,5,9,6,10,7,5,0,1,14,13,1
"hsa-miR-5010-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,6,2,4,3,4,0,0,2,3,4,2
"hsa-miR-4488",1,0,1,6,1,0,1,4,3,1,0,1,2,3,0,0,2,2,1,0,1,1,0,0,1,1,2,2,1,2,2,1,4,1,0,2,1,0,5,2,4,2,1,3,2,3,2,2,1,0,6,4,1,1,1,1,4,0,1,1,2,0,3,0,0,1,3
"hsa-miR-342-5p",1,0,0,2,1,0,2,1,0,4,1,1,1,1,0,0,0,0,1,0,1,3,0,1,0,1,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,4,1,0,2,0,0,1,0,2,1,0,0,0,1,0,0
"hsa-miR-550a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,2,2,0,2,0,1,0,2,3
"hsa-miR-491-5p",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,2,0,1,0,0,2,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-22-5p",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,0,0
"hsa-miR-9-3p",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374b-5p",2,0,0,0,1,3,0,0,5,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,3,2,0,4,3,1,1,0,27,3,1,1,6,0,1,0,0,1,0,0,0,0,2,3,1,4,3,14,0,2,1,7,4,7,3,9,4,2,0,1,5,6,1
"hsa-miR-421",0,1,0,5,3,2,2,0,0,1,1,0,2,3,0,2,0,0,1,0,6,1,0,4,1,0,0,1,3,2,2,2,16,1,0,3,5,1,0,7,4,0,1,3,1,0,4,7,2,12,5,6,5,6,9,5,17,19,9,15,11,2,2,4,9,10,3
"hsa-miR-23b-3p",28,10,2,7,14,11,8,11,7,3,5,8,13,25,9,8,8,12,11,10,18,8,18,20,16,10,11,16,32,46,31,6,126,9,15,18,13,21,13,22,22,12,28,23,13,1,31,39,21,85,30,160,7,9,8,8,24,54,17,45,10,14,3,4,22,37,7
"hsa-miR-23a-3p",51,39,38,80,93,66,65,89,39,28,62,58,82,230,103,153,88,77,151,76,139,103,103,194,89,125,137,134,189,225,168,41,2295,76,62,125,177,83,94,104,138,125,136,161,159,19,213,165,114,562,248,738,64,45,29,36,106,154,88,132,79,38,11,20,88,82,35
"hsa-miR-3127-5p",0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376a-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,4,0,0,6,1,2,3,4,3,12,11,2,4,1,1,6,5,0
"hsa-miR-1260b",0,0,0,7,1,0,1,1,2,0,1,2,0,4,1,0,1,0,0,1,1,0,0,1,1,2,0,1,4,1,3,0,28,2,0,0,1,2,1,1,2,0,0,0,1,0,3,2,0,2,4,2,9,5,5,7,5,25,9,14,7,4,0,1,9,10,1
"hsa-miR-1260a",1,1,1,4,7,7,3,2,0,0,3,0,1,5,0,3,3,1,2,1,2,4,1,3,3,2,4,5,4,6,5,1,18,0,0,0,2,3,0,1,5,3,3,2,2,0,1,11,4,9,9,17,4,9,5,9,7,9,4,10,7,7,3,3,8,17,3
"hsa-miR-425-3p",3,0,0,3,3,2,4,2,2,2,0,3,1,4,2,2,0,2,6,0,3,2,1,1,1,1,3,1,2,3,3,0,57,2,1,7,2,2,2,3,1,7,3,7,1,0,3,1,1,5,5,15,10,16,6,6,13,17,5,30,9,6,3,6,12,14,1
"hsa-miR-215-5p",1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,1,0,1,0,3,1,0,0,2,0,1,2,0,0,0,0,0,3,0,11,0,0,0,1,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500a-3p",0,1,0,1,3,0,1,2,1,0,0,2,0,3,0,2,3,1,4,0,0,0,0,0,0,0,1,1,5,0,5,0,21,0,1,5,1,1,2,2,4,3,2,9,2,0,3,1,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-628-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,2,1,0,3,0,0,0,2,2,1,1,0,32,0,0,3,1,1,1,2,2,1,2,0,0,0,4,6,2,6,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"hsa-miR-4433b-5p",5,4,1,9,4,5,0,5,4,2,9,11,12,16,8,3,5,11,19,17,9,2,2,11,1,10,7,8,22,23,20,1,170,12,2,3,9,5,2,10,13,0,7,3,3,1,33,6,8,49,5,15,30,16,13,27,34,25,16,47,13,6,2,5,26,34,7
"hsa-miR-576-5p",9,1,1,8,7,7,1,1,2,4,1,3,5,9,2,2,1,2,3,2,11,4,1,5,8,8,4,8,9,9,4,1,20,0,1,2,7,6,3,1,1,6,2,10,2,0,3,5,2,4,1,23,1,1,1,2,1,1,0,0,0,0,0,1,0,2,0
"hsa-miR-2355-3p",0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,11,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-424-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,3,0,0,1,1,1,0,1,3,1,1
"hsa-miR-186-5p",30,3,5,35,9,30,12,13,11,2,9,9,0,27,5,13,9,2,15,3,15,15,5,30,5,8,18,24,22,27,18,8,149,4,3,16,39,11,10,4,15,18,14,32,33,3,15,19,16,37,36,95,5,0,1,1,2,4,1,1,0,3,1,0,3,0,1
"hsa-miR-518b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-20b-5p",14,6,0,23,12,24,7,3,3,3,4,4,7,10,3,1,4,7,11,1,3,0,4,14,6,9,4,4,13,4,0,2,33,4,6,6,14,4,1,5,6,5,10,15,5,1,3,7,6,20,9,36,4,5,4,6,11,2,5,10,9,1,4,18,5,5,10
"hsa-miR-93-5p",400,110,55,1104,522,563,198,229,155,166,79,81,108,291,133,174,185,161,233,98,199,177,183,368,202,275,170,278,309,287,195,93,2890,89,91,175,511,126,163,168,288,231,207,489,195,31,196,294,170,459,311,892,285,234,291,271,472,554,324,550,433,243,84,323,293,479,192
"hsa-miR-17-5p",24,3,1,69,26,36,14,12,3,6,1,0,4,9,4,9,7,10,5,0,12,8,5,15,6,5,5,6,10,12,5,1,94,6,3,1,11,1,2,6,12,14,9,24,8,0,15,7,5,29,13,36,5,8,4,2,6,12,11,7,11,7,0,5,12,7,3
"hsa-miR-10a-3p",0,0,0,1,1,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,3,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"hsa-miR-21-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-652-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,3,0,1,0,1,2,0
"hsa-miR-191-5p",249,77,72,555,280,261,161,243,119,105,87,93,91,189,95,121,146,104,236,99,160,112,105,262,157,214,138,223,266,278,225,74,5783,120,110,181,327,189,103,143,276,213,207,323,126,31,328,269,153,1121,384,842,1305,1396,1251,1350,2271,3514,1949,3167,2153,1142,301,866,2286,2739,845
"hsa-miR-99b-3p",0,0,0,0,1,1,0,2,0,0,2,2,2,2,5,1,0,0,3,0,0,1,3,3,0,1,0,3,0,1,1,0,17,0,0,2,5,0,1,0,0,3,1,1,0,0,0,0,3,7,2,8,1,1,0,0,0,2,2,1,0,1,0,0,1,1,1
"hsa-miR-32-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,2,0,1,0,0,2,2,0
"hsa-miR-3120-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,2,0,2,10,0,6,2,2,0,1,2,4,0
"hsa-miR-323a-3p",0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,1,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0
"hsa-miR-941",4,2,4,8,4,9,3,6,3,2,4,3,2,7,1,3,5,0,1,0,5,1,0,3,7,1,1,2,6,9,7,5,32,2,1,11,7,3,4,1,2,10,4,16,2,0,3,6,1,22,16,12,0,0,1,0,0,1,3,0,1,1,2,0,0,0,0
"hsa-miR-99b-5p",39,17,18,21,28,10,37,29,19,15,19,18,32,97,42,45,64,55,82,22,44,52,56,63,44,62,49,80,125,90,78,21,241,18,23,47,75,28,37,43,54,33,50,26,21,3,59,91,49,125,54,270,8,17,6,9,18,23,14,39,12,3,5,3,39,21,23
"hsa-miR-3200-3p",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-574-3p",9,1,0,1,1,2,2,3,3,1,5,1,1,4,1,0,1,0,5,1,3,5,1,2,3,0,1,6,8,3,5,4,13,0,5,0,3,2,0,3,6,3,5,2,2,0,3,2,2,8,4,20,2,1,3,5,5,10,7,7,4,2,1,3,7,10,3
"hsa-miR-28-3p",23,3,6,30,12,11,21,23,11,9,15,10,6,27,8,19,8,7,22,10,14,29,36,30,20,13,27,35,31,34,21,8,553,18,16,21,67,17,22,19,47,22,15,19,20,1,29,18,17,98,22,126,34,32,24,27,57,124,63,70,51,25,8,8,45,59,13
"hsa-miR-424-5p",0,1,2,0,4,5,2,0,0,2,3,0,0,3,0,1,0,1,2,0,1,4,1,0,0,1,1,0,0,1,0,0,4,1,0,1,4,0,0,0,1,3,2,1,7,0,0,0,0,2,2,5,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1
"hsa-miR-497-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,2,1,1,0,0,1,0,0,1,1,0,5,0,0,2,0,0,1,2,2,0,0,1,0,0,3,2,1,1,1,8,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"hsa-miR-3940-3p",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4433b-3p",1,1,0,6,1,0,0,3,0,2,1,0,2,9,0,1,3,12,5,9,5,2,4,1,2,1,1,4,5,8,3,4,106,1,0,0,4,2,1,1,1,2,1,2,3,0,9,0,0,2,1,2,8,15,4,5,13,30,8,10,13,11,2,2,14,19,1
"hsa-miR-4446-3p",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,2,1
"hsa-miR-301a-3p",2,1,0,0,0,0,2,3,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-130b-3p",1,0,0,9,0,0,0,1,0,0,0,1,1,3,0,1,0,0,2,0,2,2,1,0,0,2,0,0,0,0,2,0,23,5,1,0,0,0,0,0,1,2,1,6,0,0,2,1,1,7,1,6,14,13,7,9,45,47,15,39,19,12,1,10,26,29,20
"hsa-miR-130a-3p",4,5,0,10,3,1,1,2,2,1,1,0,0,7,3,0,3,0,2,1,8,0,1,5,0,5,1,6,4,4,2,0,40,5,1,2,3,2,3,1,4,3,2,2,4,0,3,0,5,21,6,9,27,30,30,20,45,68,33,61,45,22,7,21,31,23,53
"hsa-miR-140-5p",2,1,1,20,5,3,3,4,2,1,1,3,2,5,8,2,5,1,0,1,6,6,3,3,3,4,2,6,10,12,5,1,46,1,4,2,2,2,1,0,5,8,3,3,2,0,7,9,3,11,12,21,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0
"hsa-miR-101-5p",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-142-5p",26,14,15,56,34,73,36,35,18,15,34,30,28,64,24,22,35,11,31,22,49,37,21,65,47,41,19,50,75,68,59,19,493,26,20,79,100,36,26,43,65,52,40,51,98,0,45,139,63,206,182,456,11,11,2,2,9,26,19,17,8,11,2,15,26,9,5
"hsa-miR-136-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"hsa-miR-200b-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-532-5p",24,5,4,46,22,35,12,13,8,10,3,3,5,15,3,15,12,6,14,2,12,14,8,19,13,17,10,38,15,31,12,6,102,3,8,11,23,8,13,9,14,15,12,32,12,1,12,17,7,20,19,49,8,7,4,4,12,17,11,14,12,2,3,4,10,9,10
"hsa-miR-126-5p",196,119,53,193,154,104,174,151,68,99,154,150,223,493,213,228,239,165,267,96,319,234,314,393,265,290,193,555,557,497,521,167,1688,164,116,221,493,244,256,323,200,154,291,158,335,16,259,682,267,612,417,2587,152,174,115,266,233,442,216,438,190,190,61,130,238,185,113
"hsa-miR-25-3p",595,162,93,1907,646,860,316,325,234,252,147,141,187,458,243,294,307,279,437,132,396,271,247,485,305,365,274,529,525,458,248,148,1997,130,162,317,641,169,178,223,316,239,305,1031,246,31,262,359,261,486,379,1222,6,8,8,12,31,14,9,23,17,10,5,9,18,20,10
"hsa-miR-16-2-3p",0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,7,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1
"hsa-miR-1306-5p",2,1,2,6,3,7,1,4,0,0,2,1,3,5,0,2,2,3,2,0,1,1,2,2,0,1,2,1,3,6,0,1,24,0,0,0,1,0,0,0,0,0,2,2,1,1,1,5,0,5,2,5,0,1,0,0,0,4,1,3,1,1,0,1,2,1,1
"hsa-miR-3614-5p",1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"hsa-miR-323b-3p",0,0,1,6,0,0,1,0,0,1,2,1,1,3,0,0,0,0,2,3,2,0,0,3,0,0,2,0,1,5,2,1,33,0,0,0,2,1,0,0,2,2,0,1,0,0,14,1,0,14,1,2,4,0,1,2,1,1,9,2,0,0,0,1,2,1,0
"hsa-miR-324-3p",1,1,0,2,1,0,0,0,1,0,1,0,0,2,1,1,1,0,1,1,1,0,1,4,0,0,1,1,0,2,0,0,12,0,0,0,1,0,0,1,1,0,0,0,2,0,3,0,1,1,3,1,0,1,0,0,1,2,1,2,2,0,0,0,0,1,1
"hsa-miR-199a-5p",6,0,1,3,3,0,1,1,1,0,0,0,0,3,0,1,2,1,0,4,17,0,1,5,1,2,0,2,6,6,3,1,46,0,1,2,8,2,0,0,0,2,0,0,7,0,2,0,1,7,6,7,0,0,0,0,1,2,1,4,0,0,0,0,0,3,0
"hsa-miR-199b-5p",0,0,0,0,1,0,0,1,0,0,1,0,2,5,0,0,2,1,0,0,1,0,0,2,1,0,2,0,1,0,0,0,13,1,0,11,2,0,1,0,0,7,2,4,4,0,1,3,3,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6852-5p",0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0
"hsa-miR-106b-3p",59,15,12,109,55,91,24,26,32,24,17,13,16,59,29,33,35,55,49,18,61,37,26,48,26,47,42,57,49,43,25,10,382,13,20,29,68,13,21,19,46,50,42,157,43,6,45,33,30,82,44,113,1,0,1,2,3,3,1,0,2,0,0,2,0,1,1
"hsa-miR-26a-1-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"hsa-miR-6511a-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-532-3p",2,1,0,6,4,0,2,1,0,2,1,0,1,4,3,2,1,4,0,0,3,1,1,1,4,0,2,2,1,6,1,0,7,0,1,4,1,4,0,0,4,1,4,6,4,0,2,2,1,7,2,3,1,0,0,2,1,0,5,2,3,1,2,1,1,3,4
"hsa-miR-3605-3p",0,0,0,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-1976",1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-326",0,0,0,4,0,3,2,0,0,1,1,0,4,4,2,0,0,1,0,3,2,0,2,2,1,1,4,6,1,3,1,0,79,1,0,7,4,1,1,6,5,2,0,3,1,4,5,0,1,10,2,6,2,4,0,0,2,5,3,4,5,1,0,0,5,3,1
"hsa-miR-4772-3p",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-26b-3p",0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,9,0,0,0,1,1,0,0,0,1,0,2,0,0,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-15b-3p",1,0,0,6,3,6,0,5,0,1,0,0,2,4,0,1,0,2,8,0,1,1,1,3,2,4,3,0,2,2,2,0,16,0,0,2,0,1,0,1,3,3,1,7,2,0,0,7,1,4,1,7,0,0,1,1,0,1,1,2,0,0,0,1,0,1,0
"hsa-miR-324-5p",3,0,0,13,1,6,1,3,1,4,0,3,5,7,2,4,5,1,7,0,4,1,0,4,0,2,2,3,2,1,1,2,15,4,2,3,1,2,1,0,4,2,3,5,4,0,6,2,1,6,6,7,7,6,3,6,10,12,7,24,14,4,1,3,15,12,7
"hsa-miR-3195",0,0,0,0,1,0,1,0,0,0,3,1,1,2,2,1,1,1,1,0,0,0,0,2,1,0,1,6,2,2,1,0,0,0,0,0,1,0,4,2,1,0,2,0,2,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-1255b-5p",1,2,2,22,2,3,3,2,1,2,0,0,0,1,4,1,2,0,0,0,1,0,2,0,0,1,0,1,1,1,2,0,10,0,0,0,2,0,2,1,0,1,2,2,2,0,1,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3
"hsa-miR-10400-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-1908-5p",1,0,0,17,0,0,2,0,1,1,0,1,0,3,0,2,3,0,4,0,1,0,0,2,1,0,1,4,2,3,0,1,22,2,4,6,2,0,3,0,1,0,0,3,0,0,3,0,0,2,2,0,11,12,13,3,15,30,12,27,5,3,3,5,16,18,6
"hsa-miR-760",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,2,2,0,0,0,1,2,3,0,2,1,1,49,2,1,2,1,0,0,0,2,1,0,4,0,0,4,0,0,8,2,2,1,0,0,0,1,4,1,2,0,0,0,0,2,1,0
